,World,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bonaire,Bosnia Herzegovina,Botswana,Br. Virgin Isds,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Isds,Central African Rep.,Chad,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Isds,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. People's Rep. of Korea,Dem. Rep. of the Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,FS Micronesia,Faroe Isds,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City State),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Dem. Rep.,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Isds,Martinique (Overseas France),Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Mariana Isds,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Rep. of Korea,Rep. of Moldova,Romania,Russian Federation,Rwanda,Saint Barthélemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Maarten,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Isds,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkmenistan,Turks and Caicos Isds,Tuvalu,Türkiye,USA,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Rep. of Tanzania,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Isds,Yemen,Zambia,Zimbabwe
Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,274241494668.71298,245811.214,1332347.172,50315868.582,0.0,4831048.377,0.0,2241804.848,393751083.385,1916187.411,0.0,0.0,39020053.635,3917959.877,3128419.076,1511109077.477,1317818542.665,3126546.911,19797.302,1300783980.326,76791.093,1644078.122,305707.29,808847.129,352611.717,0.0,336162.139,20239862.256,148517.376,1147676944.323,464769766.86,32005338.486,14174910.108,16810.549,28712004.588,64480430.641,386639.978,1716310308.985,1239430.518,30671.959,6958.751,203950535.005,102629123796.603,7776787234.615,72830079.81,30832497.512,169017.482,733523.016,6806896.276,13034978.848,4333518.433,10152.716,2059920.44,5470048.517,66187416.008,38445831.585,0.0,3861215.531,74117859.957,1560361.933,214078.78,18662819.777,21427485.215,380193988.985,2560142.816,349930.502,1414203.075,2841488.207,219824.616,3097821.687,6566020.529,0.0,375239881.242,239871169.311,1464442478.476,50448267.655,6370190.242,115019.022,16700831.309,1826079685.33,108903969.646,113657.628,74685420.875,0.0,540928.268,24699713.21,20317760.018,24320.985,3571460.907,102753.934,0.0,2679168.152,39777733.978,195280461.232,16478727808.518,8132656161.783,162764879.636,84976930.596,58347923.501,94828962.0,527232927.048,39562067.455,30623985628.119,87225664.499,19323540.857,83447404.94,21790548.588,306651997.553,1048835.297,23877653.362,20210572.149,15152337.859,213112.011,5951737.32,6163891.802,7514864.275,33605392.688,10743924.914,6223858.488,5185699459.226,55572425.64,5769883.268,4258647.679,3622710.841,0.0,4036900.744,87642422.112,492672629.34,39307053.135,11425367.829,0.0,14375591.394,504417872.728,94165851.387,1300440.522,31496929.925,34885105.435,100336123.199,3492203588.206,194664856.223,8238807133.86,496207.484,20983.16,23531205.865,332124.149,2240432.895,195612565.584,513342190.705,648721379.368,2782758.192,41273191.118,1662562137.368,1003061.956,120676448.841,2205670472.315,411145913.718,11374670.899,707379027.692,19869485739.042,165447.368,9103184.617,1520915.149,300892.586,0.0,0.0,541373.707,2063474.715,0.0,18924.241,1602647.649,36562449.622,0.0,0.0,647877071.973,46980130.185,1193811.596,4033449.415,3498391.707,7335702388.447,6309976.09,61519174.699,72600459.489,338429.59,1192588099.443,325997.544,389745939.492,177214652.839,0.0,703813.866,2409985.563,293568102.212,1361212777.071,0.0,54825.987,3768289070.273,46900506.098,1631397.95,0.0,27288023.626,19314781.211,3725396.804,117332.007,101579.954,8952725.126,723095211.835,14732951467.863,2551647.134,77267978.856,3600689415.748,6272537012.092,35288578.399,8090777.015,1217406.02,75502151.289,8533444.016,6878129451.453,3826417.155,452941576.079,30488576.81,656947.714
Austria,204748655243.15,17789899.167,92359858.025,191066283.101,8190911.966,7512065.672,1093893.741,2023136.849,189516762.388,46375325.745,1011716.169,1058366299.526,0.0,69118440.35,14772197.55,32977387.699,60100281.234,2271784.535,104504319.402,3719317245.943,6061744.045,6019054.96,401734.167,4323528.699,10698507.156,153442.584,692266461.416,2449607.739,1375308.331,1146027542.892,978338.803,1283318532.391,5862902.096,1000429.106,2006221.407,1536179.292,8887449.769,1690220486.787,1132806.401,491659.418,2567233.27,261171242.886,5747534735.497,489193010.404,11393290.42,143295785.179,30929.022,2349839.32,20104.135,36465836.061,2135578461.02,10610988.036,794804.96,118559419.332,7289028395.071,28292854.81,478412.163,5674872.045,1050293375.689,4473388.604,330924.837,42476711.472,43812938.292,323381076.061,7424147.154,559776.867,379071.285,221194711.215,5965643.814,9689890.924,925.435,1733969.167,2261977.086,699583596.861,7520239866.367,3208082.599,3588900.845,6217085.124,97136749.357,61210277248.485,25090453.626,996388.58,832518353.535,4174362.601,260454.292,40750833.099,5151097.316,1248287.737,1334102.107,687792.169,124145.792,13440503.74,7397392364.131,55063516.848,1414721663.348,310767041.239,128494826.616,133689055.711,688861664.827,642641674.749,12615150910.363,4624579.836,1630986066.625,57646324.491,323344497.013,30751280.702,4455.078,91734701.048,49084238.288,3010346.842,210361573.248,30355304.799,156326.045,2762771.795,90618357.654,480859045.625,228605258.259,4251146.671,774804.734,797591182.993,10143375.865,175500809.995,39594060.63,97028.914,0.0,15054415.266,11506634.055,1914288862.922,38920352.395,62076812.945,154193.756,257003029.289,14170657.033,3535325.177,0.0,7364901.977,3623.81,14451460.078,3786862811.057,3910177.343,189424420.182,2176739.625,2715977.24,126007803.149,110.403,200675454.42,616461174.162,88913543.487,100714320.926,190834.499,27877180.665,2006435.718,17458855.268,77137900.005,170142653.296,7935502879.69,628582259.368,66448743.534,1328408698.027,117965229.26,3778043763.403,1073715493.534,2406822.321,16918.689,31571.956,1447158.911,2092533.672,0.0,0.0,852720.974,83605.231,12271816.427,13863.129,864224723.508,53465589.916,1313897124.703,1133719.93,1034403.946,525302578.773,3967198766.099,4404339035.12,64727.434,2610953.864,715049190.063,2631849.219,3603486513.162,32935997.471,1835787.615,3278779.361,4097121.767,1893520883.756,10606726537.778,5919536.571,21123123.348,320567734.369,75628.088,4205354.401,119007.732,1331.328,6567051.198,93185720.81,31296052.529,118742.548,23148.871,1999110677.061,17501510938.438,14435570.733,720418781.029,881731000.029,5338607666.743,33184786.949,33423682.387,137003987.661,110756.745,7579814.03,279370471.284,0.0,9352130.854,14499866.297,2920612.09
Azerbaijan,26551175488.519997,513727.38,1827065.48,2538730.94,0.0,98228.92,0.0,0.0,892878.9,0.0,6509.1,203028.77,50644495.33,0.0,0.0,299455.13,3157970.59,0.0,48486743.95,17520116.61,0.0,0.0,39162.5,0.0,0.0,0.0,1068072.72,0.0,0.0,13827313.41,696078.04,683048976.26,0.0,0.0,0.0,905000.0,0.0,1294345.63,34894.6,36401.6,0.0,825.15,19700022.11,3900182.74,0.0,2936151.45,0.0,0.0,0.0,0.0,873440816.88,0.0,0.0,10760042.7,1088485916.49,0.0,0.0,0.0,124716.84,0.0,0.0,40337.46,479706.07,5018803.47,124712.31,189584.86,0.0,9735393.97,0.0,0.0,0.0,0.0,0.0,174643.89,96304085.58,0.0,8329.09,3393.0,675192691.18,776979820.01,3953.4,0.0,626591021.92,0.0,0.0,0.0,0.0,0.0,5157.72,0.0,0.0,0.0,7512225.55,0.0,734416436.58,179802610.8,14008285.35,23738510.36,139782114.26,733528169.74,10875130216.29,0.0,18946189.11,806374.69,133116605.69,55045.4,0.0,612011.81,29663152.51,0.0,5876569.22,1679364.81,0.0,0.0,1800765.26,5541281.26,29771715.39,0.0,0.0,1862873.36,18785.01,0.0,14375085.18,0.0,0.0,0.0,0.0,79373.16,149612.65,30101.82,0.0,110940.62,3621.7,820560.0,0.0,27115.05,0.0,0.0,149970998.18,0.0,65296.36,0.0,0.0,13135.29,0.0,4945.32,8125545.1,66189214.25,196746.05,0.0,0.0,0.0,0.0,43930.48,270.0,68315617.49,631357535.94,3007211.84,500453.09,5122164.28,476867832.78,1178347403.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135524.95,0.0,2803239.17,72292.0,181252752.68,0.0,0.0,5160513.91,122271.34,8130634.47,0.0,0.0,398647.4,0.0,163696228.71,16.16,1743401.07,1207500.0,0.0,1400328.56,220429674.37,888896.73,5853947.06,234246558.76,0.0,0.0,0.0,0.0,15160.0,279670094.88,80242543.7,0.0,0.0,3819407932.37,135030862.69,0.0,177242226.38,57764107.15,407809765.99,48286.17,85099829.69,40340750.08,0.0,0.0,78783240.29,0.0,1770014.48,1674730.72,0.0
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbados,352118924.0,60861.0,3184.0,0.0,0.0,0.0,1368735.0,11529033.0,5896.0,33845.0,598393.5,161748.5,966293.5,16083.5,4134184.0,0.0,0.0,0.0,17.0,3878.5,2578828.5,0.0,105595.0,0.0,1308.0,986.0,0.0,64.5,2484752.0,463167.0,0.0,1107.5,0.0,0.0,75.0,0.0,0.0,19794206.5,1219123.0,0.0,0.0,1157.5,2718693.0,2263.5,0.0,105927.5,0.0,0.0,0.0,337651.5,0.0,6138.0,2570939.5,37296.5,0.0,0.0,0.0,0.0,18911.5,0.0,5800442.5,2504666.5,158.5,0.0,88837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43247.5,10366937.0,0.0,0.0,0.0,23050.0,849969.5,1058.5,0.0,53.0,0.0,10866057.5,19969.5,1256.0,0.0,19854245.0,356533.5,60.0,124320.5,44.5,166.0,1933146.0,38223.0,0.0,0.0,66913.5,1500.0,405317.0,34207148.5,138783.5,0.0,0.0,2520.0,0.0,0.0,0.0,0.0,0.0,36192.0,0.0,0.0,0.0,1500.0,421.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,201490.0,0.0,0.0,632386.0,17200.0,0.0,0.0,0.0,0.0,0.0,0.0,1760300.0,0.0,24640.0,598670.5,0.0,992.0,0.0,0.0,395.5,0.0,0.0,0.0,1601299.0,240.0,117221.0,0.0,30354.0,18336.0,11820.0,0.0,0.0,0.0,14053.5,483.5,0.0,0.0,0.0,7723741.5,21580010.0,0.0,0.0,13316464.5,0.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186104.5,0.0,430249.0,0.0,0.0,0.0,2622876.5,491464.5,100.0,0.0,0.0,214093.5,0.0,0.0,0.0,0.0,29830478.5,0.0,0.0,533870.5,0.0,8423.5,102455349.5,0.0,72.5,2064668.5,26486939.5,1320.5,45500.0,0.0,0.0,1883.0,31280.0,0.0,0.0,0.0,0.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,371567637099.16003,50893688.512,51599333.995,722744671.025,14744596.913,329192477.206,4459.581,2956403.121,733849967.767,96266444.019,4963656.405,2112481117.341,3468605304.996,60453191.611,9852520.493,72225386.012,249191776.805,7095367.465,89838122.163,0.0,3219478.539,94887275.854,334269.133,1019830.646,29950203.542,2027659.63,97827344.047,42656441.798,484209.945,2380481676.054,8941596.761,1008908842.482,74528080.551,35902531.186,21377139.825,89951256.476,414386243.219,2770568497.223,2084102.285,14059644.25,45278690.767,552610499.857,6726182949.94,1550985001.386,8972267.57,575631258.743,3828812.975,96382847.879,94102.19,84423984.487,589725883.061,50311251.924,22681200.82,196624463.828,3982959046.799,776024394.179,73866.935,372751290.231,2940553977.804,13404108.469,1144437.272,215708198.882,113253060.546,1494204708.789,19422579.528,15080337.326,5748381.427,468336865.246,5055598.823,136839351.337,0.0,12437199.182,4244181.672,1894151119.511,48031775405.492,22579655.836,112402298.453,24109935.223,116648030.602,57478077276.459,607798314.929,97494010.729,1824747364.905,1341934.98,1361774.938,99559144.817,232272681.877,5893659.149,14565883.16,12078196.054,158254.003,51280976.656,2408289166.473,132756469.281,3971315970.342,621338252.664,216720135.37,240744641.258,3226110572.027,1841052228.719,17207214299.024,47887624.412,2882566214.73,237613385.905,563135370.024,401007432.406,43514.812,281758408.08,58612531.205,25341601.893,338930297.463,233473820.061,3131034.818,35207636.783,548053894.185,941500391.29,6818109116.428,62848419.505,34892331.962,756686679.816,10361728.112,87330235.239,127648721.032,122160.197,0.0,105288601.849,72303170.353,1671853526.814,21478041.063,18068346.357,27578.989,1388545930.041,337635093.187,23824558.925,31211.404,47463752.144,11037.347,24588859.45,48797698533.362,17182116.832,247444958.093,18515199.056,40664484.942,4282277748.398,0.0,129848436.639,3185063861.267,157234439.697,405409140.244,8225.745,263093191.569,13628809.018,30399747.493,342930782.321,434588797.115,10805259916.522,2346615146.523,272647045.648,2029249960.726,78956973.533,2600987715.395,2127788381.078,71215596.826,900114.658,15027.262,232557.278,3038447.766,0.0,1440056.525,1009728.735,215576.775,15037747.83,1934778.646,1992244739.12,600320065.918,735424947.595,10235163.839,39153955.004,1514352483.464,1222786389.807,740623882.004,2284345.062,3653756.379,1279632131.547,5284451.308,12137112187.925,96074623.634,10535622.632,50111383.574,22095403.721,6663612811.155,5086367808.023,13749319.668,9071760.815,853454254.839,569339.028,343872209.873,132343.86,180717.337,92483808.523,394899799.12,18503657.47,249830.782,259.771,5156842466.165,29668182422.433,68772889.046,600296400.449,3205683423.504,23863229427.725,131613655.407,161485183.744,112044468.917,591800.284,86527912.519,718263689.609,1057040.516,97766108.318,48779155.923,32144838.325
Belize,281328237.746,0.0,0.0,0.0,0.0,0.0,0.0,1792676.19,0.0,0.0,16123.455,460784.815,0.0,0.0,778390.8,0.0,0.0,4473318.01,0.0,516617.649,0.0,0.0,0.0,0.0,0.0,0.0,11582.265,0.0,0.0,55422.9,0.0,42447.135,0.0,0.0,0.0,0.0,0.0,249194.535,26386.935,0.0,0.0,88.015,721649.22,11931.345,60.525,0.0,0.0,0.0,0.0,758919.68,0.0,52728.5,0.0,0.0,21183.75,0.0,0.0,0.0,0.0,0.0,1380482.36,326927.415,0.0,0.0,101205.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28530.03,585139.563,0.0,0.0,0.0,0.0,3122704.975,0.0,0.0,277000.975,0.0,765906.98,9959377.385,0.0,0.0,3885187.345,0.0,0.0,14797656.375,0.0,3700.095,489335.53,23061.325,0.0,0.0,12259930.721,2544.57,867105.435,9816806.885,1190392.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9553.87,0.0,0.0,0.0,1008.75,0.0,0.0,0.0,16495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8199056.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667859.675,0.0,0.0,8453.635,0.0,0.0,0.0,0.0,2532.89,0.0,0.0,0.0,203340.17,0.0,0.0,205890.925,0.0,1128636.315,1453061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756048.1,1925561.88,0.0,0.0,654680.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7480.89,0.0,0.0,0.0,0.0,0.0,0.0,1044924.055,20681.25,0.0,0.0,3967214.395,6526.955,588706.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18524547.305,0.0,0.0,65788.445,0.0,2788.96,85141108.315,0.0,0.0,94874.24,86758915.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,1112828889.937,494.875,0.0,0.0,0.0,1170.668,0.0,0.0,0.0,824.792,0.0,0.0,53314.4,0.0,42749.981,2141.159,480809890.524,0.0,0.0,7363988.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4948.75,0.0,285410.3,0.0,245990.391,14826625.869,67618.318,0.0,0.0,372121.641,5816916.679,0.0,60770.439,35394871.621,0.0,46407024.661,20768.559,0.0,98.445,12785.315,597447.55,0.0,8223.623,78140.268,0.0,0.0,18286.743,0.0,8580236.535,0.0,530005.196,68628352.813,429.799,0.0,0.0,75497.233,10509547.98,0.0,104952.183,0.0,0.0,99.463,1781.55,0.0,0.0,0.0,82.479,11726023.04,0.0,8362337.126,42084.995,74976.768,1832318.906,2641320.834,0.0,81095.692,0.0,0.0,0.0,1276047.672,589.231,11463.367,0.0,0.0,0.0,0.0,15906.219,86830830.548,245293.297,9742.984,0.0,131841.097,163201.887,7742707.603,59.385,110504.321,0.0,0.0,1040518.184,0.0,3941762.083,0.0,0.0,0.0,278671.717,0.0,64910.624,86395.471,227336.573,0.0,32158.106,4989.19,17293789.662,0.0,10744440.101,0.0,0.0,0.0,802989.539,0.0,0.0,0.0,0.0,0.0,1377542.28,382912.916,0.0,0.0,45336.165,0.0,838841.26,4598052.838,0.0,0.0,0.0,5327883.087,30873050.993,0.0,0.0,2705.139,0.0,76159413.884,0.0,0.0,0.0,27592.422,246027.096,35868.705,751231.673,5397588.263,320094.015,550132.226,0.0,82777.947,4630256.025,10529.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425584.224,2969371.71,0.0,867.681,0.0,1047221.884,0.0,26393.333,0.0,0.0,4727831.55,0.0,3543058.598,0.0,0.0,0.0,0.0,7497.01,230938.343,0.0,0.0,1144316.42,0.0,25842257.809,0.0,0.0,0.0,271690.12,0.0,7528.698,0.0,3520311.961,59892439.24,10652.811,0.0,29931603.686,2407035.168,3798.99,0.0,0.0,0.0,0.0,8420239.967,0.0,0.0,0.0,498.92
